Text,True_Label,Ensemble_Prediction
کاش هرروز با جمله ی تا وقتی تو خونه ما زندگی میکنی اختیار همه چیزت دست ماست من رو زجر نده,1,0
بیمار دکتر جان دیگر تحمل این همه درد را ندارم بکش منو راحتم کن دکتر آقا جان من کار خودمو بلدم لازم نیست یاد آوری کنی,1,1
حذف فیلیمو آپارات از پلی استور سلبریتی ها خائن کر و کور با صرفه کجا هستند که با تخریب غلط نگذاشتند طرح صیانت تصویب بشود,1,0
یه روز هم سلطان تطهیر طالبان بازداشت میشه و به عنوان فردی نفوذی و اخلالگر در سیاست خارجی سرش بالای دار میره,1,0
چه خبر از صفحه عدالت علی خب مشخص شد یک تسویه حساب داخلی بین خودشون بوده امان از درد و غمی که زندانی های سیاسی میکشند,1,1
کل فروشگاه های مجازی و غیرمجازی موردعلاقم حراج زدن این کرونای کزکش هم یجوری حسابو خالی کرده که تا اطلاع ثانوی گه بخورم بهشون نگاه کنم غمم گینه بی ناموسسسسس,1,1
آدم اگر دلش بگیرد دردش را به کدام پنجره بگوید که دهانش پیش هر غریبهای باز نشود لیلا کردبچه,1,0
این چه شوخیه کثیفیه آخه داشت پاک میشد که از این مغز چرا برگشت آخه الان,1,1
مادربزرگ بي مسئوليت بچه رو نگه نميداره پدر بي منطق تقصيرا رو ميندازه گردن مادر و ادماي بي احساس نتيجه گيريشون اينه كه نبايد به زني كه داره بچشو از دست ميده كمك كرد,1,0
برام از ترسات بگو از نگرانیات از ناامیدیات ولی نگو میمیرم نگو نمیتونم نگو نمیکشم,1,0
دیروز ۱۷ شهریور بود سالروز کشتار جوانان ایران بدست دژخیمان عمامه دار و مزدورانشان که تلاش کردن گناه رو گردن نظام شاهنشاهی بیاندازند در این سالها روز رو هیچ وقت فراموش نکردم بااینکه آنزمان سنی نداشتم اما پرپر شدن جونهای مردم رو با چشم میدیدم که تاثر زیادی روم گذاشت,1,0
زندگی دائما سریع و سریع تر میشه شبکه های اجتماعی و پیامرسان ها روزی جای دیدار دوستان و نزدیکان رو گرفت و لمس انرژیشون رو به چندتا استیکر و متن و ویدیوی بی روح تقلیل داد الان هم با قابلیت تنظیم سرعت صوت واتس اپ چند وقت دیگه صدای عزیزانمون رو هم فراموش میکنیم کیفیت یا کمیت,1,0
انسان اشتباه میکند و این خطاست اشتباهش را جایز میداند و این حماقت است به اشتباهش عادت میکند و این جهالت است عادتش را باور میداند و این خیانت است باورش را بر دیگران حکم میکند و این جنایت است,1,0
تهران با میلیاردها پول از چهار گوشه ایران به این شهر ریخته شده است آباد شده و آن را به عنوان پیشرفت نشان می دهند در حالی که تمامی استانهای مرزی در وضعیت بسیار بد معیشتی و اقتصادی هستند چرا سیستان و بلوچستان یا آذربایجان غربی یا خوزستان به اندازه تهران پیشرفت نکردند,1,1
تو تاریخ بخوانید آمریکا از هر کشوری رفت مساوی با بدبخت شدن آن کشور آمریکا بعد از رفتن از ایران ایران و ایرانی بدبخت شدند,1,0
دعوت کرده بود ناهار سر سفره نشستیم به جز من افراد دیگری هم بودند شروع کرد برنج اینقدر شده مرغ اینقدر نون که خودتون میدونیدجمع زد و گفت یک ناهار دویست هزار آب خورده از عابر بانک دویست گرفته بودم برای کاری گذاشتم سفره و بلند شدم خداحافظ سال ۹۸,1,0
یه بار بعد از دیدن زایمان و یه بار بعد خوندن اون رشته تویت لگنم درد گرفت,1,0
اون روزگاری که میگفتم جواب پیام نمیدن ناراحت میشم رو یادتونه اوضاع خیلی بدتر شده دیگه جواب تماسم نمیدن ملت بعد ۳بار تماس در ۳ روز مختلف,1,1
بعضی حرف ها در کمال احترام با کینه و عقده زده میشه و مثل خنجر عمل می کنه,1,0
از آمل بابل حد فاصل بین این دو و خروجی رشکلا بیزارم چون از دیروز تا حالا تقریبا با نصفشون خاطره دارم,1,0
بین خودمون باشه اگه پلیس نمیزد ارازل اونجا میزدن اینا به خودشون هم رحمی ندارن چه برسه به ما,1,0
سر خیابون قبا پره یگان ویژه و گشت و آتش نشانیه دارن دخترا رو میبرن وات ته فاک,1,0
یکی از رو مخ ترین حالت های ممکن اینهتو توییتت یه اشتباه داشته باشیکم عقل ترین آدم تو توییتر میاد میگه تو هم کدستی,1,0
بدترین ضایع شدن وقتیه که فکر میکنی یکی رل داره و اقدامی نمیکنی بعد یهو میفهمی تمام مدت سینگل بوده و رو تو کراش بوده بعد چون اقدامی نکردی ازت متنفر شده رفته با یکی دیگه,1,0
اینا یه جوری به من نگاه میکنن انگار از فضا اومدم حس میکنم رو صورتم چیزیه,1,0
پهپادهای نیروی زمینی سپاه پاسداران انقلاب اسلامی مواضع تروریستهای حدکا در اربیل عراق را مورد هدف قرار دادند,1,0
میدونی امروز وقتی بیدار شدم که بین کلی کابوس داشتم جر میخوردم و پاشدم و گوشیمو دیدم که نوشته هیچ وقت تنهات نمیزارم و یه طوری درستش میکنیم دختر تو واقعا خود خودم بودی با اون قیافه ی خوابت,1,0
ماه صفر ماه سنگینی هست برای ائمه از ورود اسرا به شام و رحلت پیامبر و شهادت امام حسن و امام رضا تا کلی اتفاقات دیگه صدقه برای امام زمانعج فراموش نکنیم,1,0
مرگ خیلی آسان می تواند الان به سراغ من بیایید اما من تا میتوانم زندگی کنم نباید به پیشواز مرگ بروم البته اگر یک وقتی ناچار با مرگ روبرو شدم که می شوممهم نیستمهم این است که زندگی یا مرگ من چه اثری در زندگی دیگران داشته باشد,1,0
الان هر کی به هر دلیلی که بمیره می چسبونندش به کرونا ولی واقعیت اینه که اخوندها از کهولت می میرند,1,0
حس میکنم با جونگکوک 24 ساله قراره مثل 23 سالش به فاک بریم ولی با این تفاوت که خیلی هاردتر,1,0
مشکل امروز پان ایرانیست می خواهد از دست طالبان ج اسلامی خلاص شود ولی دوست ندارد ملیتهای دیگر به حقوقشان برسند پس با متحجرهای ج ا و تروریستهای قاچاقچی همدست می شود,1,0
وقتي گشنمه يا خوابم مياد اصلا نبايد نزديكم شىديگه تو فكر كن اين دوتا حالت با هم باشه,1,0
دعای نیمروزی خدایا سال تحصیلی جدید داره میاد کمک کن من امسال گشادی نکنم تجربی قبول شم,1,0
مراقب صمیمی شدن بیش از اندازه با دوستات باش چون ممکنه یه روز با هم مشکل پیدا کنید درحالی که همه اسرار و دردلهای تو رو میدونه نهج البلاغه,1,0
کی اینجا مثل چییی غذا میخوره ولی چاق نمیشه دکتری چیزی رفتین من یه مدته اینجور شدم هرچی بیشتر غذا میخورم بیشتر لاغر میشم جوری که دیگه دارم میترسم انگلم ندارم,1,1
از ۶ صب بیدار شدم تا برم آزمایشگاه و وقت رسیده شده ۸ بعد گفت چون عمومی نوشته باید هزینه بدین حیوان همین دو روز پیش زنگ نزدیم گفتی نمیخاد,1,0
چرا سوالایی که باید از یه فرد عالم بپرسید اینجا میپرسید که برا دونفر دیگههم شبهه بیجواب ایجاد بشه اینا حقالناس نیست شاید یکی نمیره پی جواب اصلی ولی اون شبهه همیشه میمونه تو ذهنش,1,0
ما گفتیم شرق را بزنید شما غرب را میزنید ما دیگه با شما بهترین تا قیامت پنوشت وقتی اصلاحات متوجه میشن سپاه و ارتش به مواضع تروریست حدکا در اربیل عراق آن هم در روز روشن حمله میکنند,1,0
از اون روزی که فهمیدم قرار نیست دنیا رو عوض کنم و باید یه زندگی عادی و روزمره داشته باشم هیچ وقت اون آدم سابق نشدم,1,0
اگر از این آدم ها هستید که به شما میگویند روزی یک ربع ورزش میکنم یک ربع هیچ فایده ایی ندارد روزی یک ساعت راه میروم اگر تند تند راه نمیروی فایده ندارد فستینگ هستم زیر شانزده ساعت فایده ندارد بدانید و آگاه باشید که تنها چیز بی فایده تفکر فضول و اظهار نظر کننده شما است,1,0
هر چقدر ما ایرانیها شلنگ قلیان به دست داریم این غربیها کتاب در دست دارند و کتاب جزء لاینفک زندگى این مردم است ما چوب حماقتمان را میخوریم آنها نان لیاقتشان را جلال آل احمد امروز هجدهم شهریور ماه پنجاهمین سالگرد درگذشت جلال آل احمد است روحش شاد و یادش گرامی,1,0
خبرنگارهای سایت های ورزشی رفتن بهشت زهرا مراسم فوت یک بنده خدایی رو پوشش بدن اما دارن گریه اعضای خانوادهاش رو فیلم میگیرن و منتشر میکنن آخه چرااین ویدئوها الان یعنی خبر اندوه یک خانواده که تماشا نداره,1,0
من روز به روز دارم لوس تر میشم و این خطرناکه زنننن داره بیست سالت میشههههه,1,0
چقد براتون عجیب و گاهی دردناک که شخص حقیقی یا حقوقی دقیقا همون چیزی که نیست رو درقالب استوریپیامیادداشتپیوسته مطرح کنه و تازه لبخند بزنه و خودش رو زرنگ نشون بده همونقدر اخرین بعدازظهرای تابستون تنهای ۱۴۰۰تون به خیر,1,1
جالب بدونین زندگیتون مال خودتون نیست زندگیت مال خودت نیست پس مراقبش باش و اصلا و هیچوقت حتی ب فکرت نرسه ک میتونی بهش دست بزنی و حتی بد بهش نگاه کنی شرلوکمنظورش از خودکشی و ن تصمیم زندگی,1,0
گریستم برای ما که پاییز نیامده ریختیم گریستم برای بیدهای خسته بیدهای مجنون که هر چه سبز شوند سرو نمی شوند دهاز,1,1
دلم برای یکی از بچه های دبیرستان تنگ شده ولی انقدر طرف تو چسه که نمیخوام برم سمتش,1,0
کلی زندگی توسط اما خراب شدن من پزشک نیستم اما من از دین چیزی سرم نمیشه اما من مشاور نیستم اما من مکانیک نیستم اما من زهرمار نیستم اما اما و بیا عامو رنگی شو اگه نیستی پس دیگه از همون اول نظر نده,1,1
اینکه انقدر حسرت کنسرت شایع و وانتونز رو خوردید ولی راجب زدبازی چیزی نگفتید حس پیری بدی بهم میده,1,0
از بس حواس پرته هر وقت ميخواد بره بيرون بايد چك كنم موبايل و سوئيچ و كيف پول برداره حالا ماسك هم اضافه شده تازه بايد چك كنم پين ماسك بالا باشه نه زير چونه ش,1,0
برای دخترای فامیل همیشه درس عبرت بودمشوخی میکردن با درس خوندنم و الان خانه دار بودنمهمه میگفتن مثلا این درس خوند به کجا رسید الان ازمون وکالت قبول شدم و به طرز عجیبی تنها شدم همه ازم فرار میکنن که تبریک نگن واقعا چرا ادم هارو تا وقتی از خودمون پایین ترن دوست داریم,1,0
شش ماهه هفته واب ینفرو هفته ای دوبار حداقلللل دارم میبینم خسته شدم ازش دیگ بعد خود همونو تو واقعیت شاید تو چهارسال اخیر چهار بار دیده باشم,1,1
حرفای بقیه به شخممه چون یا مانعم میشن یا ساکنم می کنن یا باعث میشن به خودم شک کنم شاید باور نکنین ولی من گوشام حتی شنیدن بلد نیست و فقط لبخند می زنم تا شک نکنن,1,0
مغزم انقدر به چیزهای بی اهمیتاهمیت مضائف داده که شکل وظیفه شدههر لحظه که با خودم به توافق میرسم که فلان چیز خیلی هم مهم نیستیه صدایی تو مغزم میگهگوه خوردی که مهم نیستخیلیم مهمه,1,0
من از اون دسته آدمام که توجه میکنم اهمیت میدم توجه میکنماهمیت میدم ولی یهو دیگه مهم نیستی,0,0
درد پریود فوقش چند روزه ما پسرا رو بگو همش شق درد داریم ما دیگه باید چی بگیم,1,1
اجازه بدین امشب که ابی همین بغل کنسرت داره و نمی تونم برم رکیک ترین الفاظ رو نثار این زندگی کنم,1,0
تلخ ترین قسمت هر آهنگ اونجاست که متوجه صدای خواننده نیستی و تمام توجهت فقط و فقط نسبت به یک تصویر از گذشته ست,1,0
مستند سوریهبرنامه ثریادائم این نکته رو میگه که میزان تجارت عربستان و ترکیهدشمنان سوریهبا سوریه بسیار بیشتر تجارت ایران با سوریه استجدای از بی عرضگی دولت و تجار ایرانی این یعنی بی شرفی و نامردی دولت ومردم سوریه و البته درسی برای ایران تا بفهمه دو دوتا چارتای دنیای امروز چیه,1,0
از صبیام برقامون قطعه و قرار بوده دو ساعته بیاد ک هنوز نیومده گفتن یه کابلی رو یه جایی دزدیدن داریم درستش میکنیم,1,0
تو سازمان ما ملاک انتخاب یه فرد برای ریاست اداره اینه که قرائت حمد و سوره بلده یا نه اصلا مهم نیست ادم متعهدیه یا نه ادم متخصصیه یا نه ادم با شعوریه یا نه توانایی مدیریت داره یا نه فقط نماز جمعه شرکت کنه کافیه همینقدر مبتذل,1,0
زندگی را باید وامی به شمار آورد که از مرگ دریافت کرده ایم فيلسوفان_مرده سايمون_كريچلى,1,0
انترنت شمال کابل را طالبان قطع کرده اند هزاران طالب تا دندان مسلح در خیرخانه کابل آمده اند همهچه برای انجام یک فاجعه آماده است محلات تاجیکنشین به خط نخست جنگ تبدیل شده است,1,0
مسعولین دانشگام آخر هفته حال نمیکنن بیان سر کار این همه هم پول میگیرن آخرشم هیچ کاری نمیکنن خیلیییی ممنووون,1,0
رییسم میبینه بیکاریم هی سر و کون بحثایی ک کردیم و تمام شده رفته باز باز میکنه یعنی گاییده,1,0
خواب دیدم تو یه کشتی گیر افتادیم یه پسرخیلی خوشگلم بود اونجا هی خودشو میمالوند به من اه کجاس پدسگگگگ,1,0
بر اساس اعلام یک مقام کرد هجوم سپاه پاسداران علیه مخالفان ایران در تلفاتی نداشت او همچنین گفت که در این عملیات از توپخانه و پهپاد انفجاری استفاده شده است,1,0
شما هم بعضیا وقتا خواب میبینید که از ارتفاع یا مثلا نردبان می افتید یا هرچه قدر که می دوید اصلا حرکت نمیکنید من علاوه بر اون بعضی وقتا تو خوابم وقتی میخوام ماشین رو برونم ترمز می بره و اصلا نمیتونم ماشین رو نگه دارم حتی با ترمز دستی,1,1
اهدای نفساهدای زندگی فاصله مرگ و زندگی بیماران مبتلا به کرونا تنها یک نفس است,1,0
یه جوری میگن به یابانجی خونه اجاره نمیدیم انگار نه انگار اینجا استانبوله و این همه از همین یابانجیها درآمد دارن,1,0
قبلا گاهی با مامان بحثم میشد که چرا اینجور میکنی چرا اونجور میگی درک نمیکردم رفتارشو یه کتاب روانشناسی خوندم توش میگفت سنشون که میره بالاتر اخلاقاشون بچهگانه تر میشه دست خودشون نیست توروخدا بحث نکنید باهاشون دلشونو نشکونید وگرنه از خودتون متنفر میشید ها از من گفتن,1,1
هر وقت با ادمایی که به یه موفقیت خوب و قوی تو زندگیشون رسیدن معاشرت میکنمبه خودم میگم یادم نره اگه منم به این مرحله رسیدم فروتن بودن یادم نره ذرهای فروتنی دیده نمیشه بعضا,1,0
پس از مقاومت های زیاد مجبور شدم امروز کروم نصب کنم رو مک هر چند دقیقه ۱ شارژ میخوره از کرده خود پشیمانم سافاری منو بدینشایدم سفاری خودم بنظرم سفاری درسته ولی خب حالا در کل کروم نگاییدم,1,1
غم انگیزه ولی صد سال بعد دنیای مجازی رو تصور کنید کلی اکانت بدون صاحب مثل یک قبر از ما بجا خواهد ماند,1,0
اینجا زیاد زر میزنم بیرون ۱۱۰ اینجا هم حرف نمیزنم یعنی تا مجبور نشم صحبت نمیکنم به نفع بقیه هم هست,0,1
بی بی سی دیروز اعتراف کرد گزارشی که در مورد حمله شیمیایی بشار اسد به مخالفان و مردم در روزهای اولیه آشوب سوریه منتشر کرده واقعیت نداشته این گزارش مبنای حضور آمریکا و چند کشور خارجی در سوریه شد به همین راحتی دروغ بگو گند بزن به زندگی یک ملت مزدوران داخلی انگلیس وطن فروشی چند,1,1
اگر امکانش بود میرفتم به جبهه پنجشیر ملحق میشدم زندگیم که معنای خاصی نداشت اینطوری لااقل مرگم معنا پیدا میکرد,1,0
خب امروز کمه خونهام کاش شروع کنم جمع و جور و گردگیری ولی هم خوابم میاد هم پام درد میکنه,1,1
چند وقت پیش به بابام گفتم من اول از ماشین پلاک ۲۰ بعد ۱۰ بعدش ۴۰ که رانندهاش پسر جوون میترسم بعدش از وانت ابی گفت اره پسراب جوون بد رانندگی میکنن,1,1
وقتی از مسکن سخن میگوییمراجع به یکی از نیازهای اصلی مردم سخن میگوییم که در دولت روحانی هیچ توجهی به آن نشده و مشکل مسکن امروز تبدیل به معضل مسکن شده است به نظر میرسد طرح موضوع تورم توسط دولت وقت که خود بیشترین میزان تورم در ۴۰ سال گذشته را رقم زده تلاش برای توقف کشور بود,1,1
اونایی که میگن هرکی امروز فالو کنه بک میدمو بزنین بلاک کنین چون روزای دیگه حس خود شاخ پنداری میگیرن و بک نمیدن,1,0
به یدونه زندگی دیگ برای کارایی که وقت نمیکنم انجام بدم نیاز دارم البته ترجیحا تو ایران ۴۰ و خورده ای سال گذشته نباشه,1,1
یار و همسر نگرفتم که گرو بود سرم تو شدی مادر و من با همه پیری پسرم,0,0
خب دوز دوم و زدم اما هنوز پول ندارم ۲۷ ام برم کنسرت سیاوش و کامران و هومن,1,0
ملت ستمدیده ای افغانستان باید هسته ای قدرت را داخل خود هسته نابود کرد جنگ را باید داخل خود هسته آغاز کنیم کابل,1,0
خوب به نظر من کلهی مردی که فک میکنه حق طلاق دادن لطف بوده همون قدر گچیه که کله زنی که وقتی حق طلاق طلب میکنه همچنان مهریه هم میذاره همچنان به وسایل خونه هم میگه جهاز و به آشپزخونه هم میگه حریم شخصی و پول توجیبی هم میگیره و استقلال هم طلب میکنه,1,0
دیگه فردا منتظرم خود مهدویان تو سریال زخم کاری کشته بشه ببینم این بوی خون تموم میشه یا نه هی استوری میزارن هنو بو خون میاد,1,1
دیشب خواب همکلاسی سال سوم دبستانمو دیدم تقریبا 12 سال از آخرین بای که دیدمش میگذره 2 سال پیش توی مسیر صعود از ارتفاع افتاد و فوت کرد و جالبیش اینه که من امشب یه کوهنوردی و صعود سخت دارم,1,0
رابطه ای که توش اعتراض و دعوا نیس یه رابطه ی مرده ست از حرف زدن اعتراض کردن و بحث کردن نترسید,1,0
ماجرای برای من از این منظر قابل تأمل است که نشان داد با ۷۰۰ نفر پابرهنه مسلح میشود یک کشور را اشغال کرد به یک شرط اینکه قدرتهای دنیا موافق آن باشند,1,0
به نظرم دلیل کافی برای مهاجرت همین اخباریه که از کلهی صبح تو خونه روشنه همین که نمیتونی بری یه خونهی جدا و ماشین جدا از خانواده بگیری و خودتو خلاص کنی مسخرهست ولی همین اتفاقات هر روز حال منو به حد جنون میرسونن,1,0
خانم از شوهرش شاکی بود میگفت بد رانندگی کرده تصادف کرده من آسیب روحی و جسمی دیدم رای هم به نفع خانم صادر شد یکی از جالب ترین پروندههایی که امروز دیدم,1,0
چون برده ی سرمایه داری نشدیم به ما وویس توییت نمیدی امیدوارم تحلیل های فلسفه سیاسی در مورد این شر و وری که گفتم ذیل این توییت جاری نشه,1,0
بعضی آدما در و گوهر هم هم از دهانشون بیرون بیاد بازم نمیتونن شخصیت مزخرفشون رو مخفی کنن,1,0
حس میکنم بزور دارم خودمو بهتون میچسبونم درکل ببخشید کنه بودن منو تحمل کردید دیگه قرار نیس کنه باشم,1,0
هر وقت یه چیزی رو واسه منشی شرکت توضیح میدم دقیقا مصداق بارز یاسین تو گوش خر خوندنه,1,0
بعنوان اومدند گفتند قالیبافی باعث ضعف چشم و آسیب به کمر زنان و دختران می شود یکی از کمک خرج های خانواده و عامل نشاط و روحیه و اعتماد به نفس زنان را گرفتند و به جاش گوشی موبایل دادند که اکثرا دچار ارگونومی دست و گردن و کمر و تاری دید و بی هنری شدند و خرج اضافه بر خانواده,1,0
وقعا راست میگن ی روز بهش پی ام نده ببین اصن یادش میوفته که حالتو بپرسه دو روزه حتی حالمو نپرسیده,1,0
از صبح دارن کردستان عراقو میکوبن از شرق تا غرب امپراتوری اسلامی فقط ۲ نقطه آزاد وجود داره پنجشیر و کردستان عراق به لطف بایدن فرصت پیدا کردن هر دو رو حذف کنن,1,0
از یاسر به تمام سایبری هایی که در نقشهای شاه پرست و برانداز و جمهوریخواه و سمپادهای منافقین شبکه های مجازی فعالیت دارند ویدیوی مصاحبه با رو پخش و فحش بدید خرها رو دنبال خودتون بکشید,1,0
این روزها داره برای استانمون تعیین میشه به نظر شما اولویتدار استان کهگیلویه و بویراحمد چیا هستن خودم میگم,1,0
دوست دارم وقتی ناراحتم یا استرس دارم بشینم نقاشیهای خفن بکشم ولی مشکل اینجاست که اصن بلد نیستم,1,1
هروقت اسپیلبرگ گفته میخوام یه فیلمی برای مخاطبا بسازم بدفازترین و افسردهکنندهترین فیلماش رو ساخته,1,0
آمدمت که بنگرم گریه نمیدهد امان نامدگان و رفتگان از دو کرانهی زمان سوی تو میدوند هان ای تو همیشه در میان در چمن تو میچرد آهوی دشت آسمان گرد سر تو میپرد باز سپید کهکشان هر چه به گرد خویشتن مینگرم درین چمن آینهی ضمیر من جز تو نمیدهد نشان ابتهاج,1,0
کاش میشد این بلومبرگ و گلس نود رو میوت کنم بخاطر چندتا تاپیک فقط نگهشون داشتم رباتشون رگباری داره توییت میزنه,1,1
چون نمیتونم تک تک زیر توییت هاتون بنویسمش و احساساتتون رو جریحه دار کنم اینجا ریز و مدادی مینویسم به تخمم,1,0
من اگر خایهی اسکای دایوینگ رو داشته باشم خایهی اینایی که از این لباس پرهدارا میپوشن و لای صخرهها پرواز میکنن رو ندارم,1,0
سنگ دلا چرا دگر جور و جفا نمی کنی جور و جفا بکن اگر مهر و وفا نمی کنی زخم دگر بزن به دل مرهم اگر نمی نهی درد دگر بده اگر خسته دوا نمی کنی,1,1
چند روزه احساساتم یه جوری شدن اومدن بالا انگار دلم میخواد حرف بزنم و یکی گوش بده ولی بیشتر میخوام بنویسم چون وقتی حرف میزنم احساس اینکه مزاحمم خیلی آزارم میده,1,1
چند وقتیه تعریف نقشم از زندگی خلاصه میشه توی اون قسمتی که علیرضا قربانی میخونه که بیش از خودت بی قرار تو هستم,1,0
ملت از وقتی که فهمیدن مارک زاکربرگ رو وبکم لپتاپش چسب زده فوبیای هک شدن توسط دارک آرمی الیوت آلدرسون بنجامین و mrx رو دارن,1,0
ویدیو نگاه کردن برای اینکه مخ مردم رو کار بگیرن و جنگ با تروریزم رو ادامه بدن,1,0
طالبان اگر بخواهد هم تغییر کند اصلا نه امکانش و نه اجازه آن را دارد چون بیش از بیست سال است با وعده ایجاد حکومت اسلامی عمری جوانان معتقد را از دهات افغانستان جذب کرده خون آنان را در جنگها برای ایجاد این آرمانشهر ۱۴۰۰ سال پیش ریخته و خوب حالا بخواهد تغییر کند متلاشی خواهد شد,1,0
تو همون ماهي كه به دام من هرگز نيومد تو همون ماهي كه واسه ديدنش شب رو كشيدم ولي اون ماه به نقاشي من هرگز نيومد,1,0
فکر کنم خیلی مسخره و باور نکردنیه ولی من بعد از این همه سال تجربه ی رانندگی تو شهر و جاده هنوز بلد نیستم دنده ی ماشین ببرم رو ۵,0,0
من فکر کنم ماها بچه ک بودیم قصه هارو برامون درست نخوندن اگ درست بود که این حال و روزمون نبود,1,0
شما رو به خدااا از شهدا و پدر و برادر جنگ رفتتون استفاده ابزاری نکنین از شهدا و پدر و برادر جنگ رفتتون استفاده ابزاری نکنین از شهدا و پدر و برادر جنگ رفتتون استفاده ابزاری نکنین از شهدا و پدر و برادر جنگ رفتتون استفاده ابزاری نکنین,1,0
به نتیجه رسیدن برای اینکه شام و ناهار چی درست کنی حتی از ظرف شستنم سختتره,1,0
calorie intake این هفتهم از دستم خارج شد و میزان فعالیتی هم که داشتم عملا صفر بود در حال حاضر از خودم به شدت بدم میاد,1,0
فقط من انقدر بد شانسم که قرص آهن یا امگا ۳ میخورم حالم بد میشه,1,1
سحر اراده خود را در آزادی دمیده است او از هر مرزی پا را فراتر نهاد و ضد خودکامگی و زشتی هولناک استبداد آرزویش را همواره در روشنایی روز کاشت ورای همه فضیلتهای دروغین با پیشکش کردن جانش نشان داد که ما هرگز تسلیم نخواهیم شد دومین سالروز مرگ دردناک سحر خدایاری,1,0
مهدی داره خرم میکنه فردا بریم کوه چون هفته ی پیش که تولدم بود نشد بریم یه وری همو ببینیم غم دارم اقای قاضی,1,1
مرا نرهان ز خود ز خود نکنم جدا جدا نشوم ز تو که مرا رهایی نیست رهایی نیست,1,0
یه مامور نیروی انتظامی توی آبادان به دست اشرار کشته شدهکلی مانور تبلیغاتی برای فوت این بنده خدا راه افتادهولی من همش به مردم عادی فکر میکنم که توی کوچه پس کوچه های این شهر امنیت ندارند ولی این خدابیامرز و همکارهاش با خیال راحت پشت میزهاشون مینشستند,1,0
همیشه میگن اونی که رفته بدی کرده یبارم فک کنین چرا رفت چیکار کردن که گذاشت رفت بی انصافا,1,1
بیستمین سال ترور احمد شاه مسعود نابغه نظامی که به دنبال صلح بود این گزارش را بخوانید,1,0
وقتی بیرونم و هندزفیری تو گوشمهاگر احساس ناامنی کنم صدای موزیکو بیشتر میکنمچهواکنش کیوتیه ها,1,1
ميشه يكي به من بگه دليلش چيه كه برا بار دومه از دادگاه زنگ ميزنن ميگن تو يه شهر ديگهگرگان پول خوردن و وقتي پيگيري كردن شماره تو افتاده و از من شكايت ميكنن ميشه يكي بهم بگه همچين چيري چطوري امكان داره,1,1
تو روزگاری که همه حرف از نا امیدی میزنن بیاید تلاش کنیم و ثابت میکنم که حتی تو بد ترین شرایط هم اگه دست از تلاش بر نداریم همه چیز شدنیه,1,0
ارزشی هایی می گن احمد مسعود خون مردم رو الکی هدر داد برای جنگ بیهوده که هر سال واسه کربلا خودشونو میکشن,1,0
سردارهای سپاه یک به یک دارن استاندار میشن این اسمش کودتای خزنده اس یا چی آقای داری اشتباه میزنی به زودی چوبش رو خواهی خورد برادر,1,0
باید دید واکنش اصلاحطلبان پیرامون دفاع پیشدستانه ایران و انهدام مرکز آموزش تروریستهای حدکا چیست عیار خوبی است برای سنجش صداقت این افراد هرچند برای هیچکداممان مهم نیست اصلاحات چه میگوید,1,0
این قرص کاهش اشتها که میخورم نمیدونم چه سگیه پدرسگ خیلی فعال میشم زنم گاییده شده,1,1
الان تروریست های شیروخورشید فاز حقوق بشری برمیدارند که نیروهای مسلح پژاک و کومله و حزب دموکرات فعالان مدنی و فعالان حقوق بشر بودند,1,0
یه تیپ کماندو از این ور و اونور جمع کنیم بریم کابل هیئت دولت متبوع افغانستان رو بار هواپیما بزنیم ببریم گوانتانامو جایزش می تونه چند تا استان ایران رو آباد کنه حتی می تونیم مبادله کالا به کالا با فایزر هم انجام بدیم از سری طرح های اقتصادی دکتر,1,1
واقعا میخوام بدونم کانسپت پریود چطور توی ذهن خدا شکل گرفت مثلا گفت دخترها دیگه خیلی خاص هستن انسان های ناز هستن بذار یکم زجرم بکشن,1,0
من امروز برای تان اطمینان میدهم حکومت تروریستی طالب که از طرف کشور حامی تروریست در کشور تحمیل گردیده است تا دو ماه دیگر وجود نخواهد داشت باور دارم حکومت ظالیم هیچ گاه دوام نیاورده و نخواهد آورد,1,0
امروز و در حالی که همه ی ما سرگرم کارهای روزمره بودیم دلاور مرد نیروی انتظامی در درگیری بل اشرار به درجه رفیع شهادت نائل آمد,1,0
یه روز برمیگردم به این روزا و میبینم چه چیزایی رو تحمل کردم و ادامه دادم و به خودم افتخار میکنم,1,0
اون موقع که ما به کارهای بعضی زندانیهای سیاسی سابق نقد میکردیم به ما میگفتن خجالت بکشید هزینه دادن تو که زندان نرفتی تو که سنت کمه بچهای حرف نزن حالا خودشون معترض شدن عجب,1,0
لذت ترساندن ژرف و پایدار است به همین دلیل مترسک از ایستادن در دشت خلوت هیچ گاه خسته نمی شود,1,1
شهید مهدی آزمون که دیشب بر اثر درگیری با سارقان مسلح در آبادان به شهادت رسید,1,0
چه جوری سگ سیاه افسردگی رو چخ کنیم با گوش دادن به اهنگای جلال همتی,1,0
چند وقتی است که عزیزان از دست رفتهام را در میبینم پدربزرگ مادربزرگ عمو دایی وبا هم گپ میزنیم میخندیم گریه میکنیم چیزی شبیه زندگی واقعی اما وقتی بیدار میشوم گویی من مردهام نه آنها روح همه رفتگان شاد,1,0
