text,user1,user2,user3,user4,user5
"رفتم پیجای لوازم خانگی رو سر زدم فشارم افتاد
همه چی گرونه واقعا ازدواج نمیشه کرد",1,1,1,0,1
"از شرکتِ سابق شکایت کردم بخاطر تسویه نکردن و بیمه نکردن به مدت ۱سال، حالا بک بند داره زنگ میزنه(!) 
مردک اون موقعی که پیام دادم نه خودت نه منابع انسانیت جواب نمیداد باید بفکر میبودی، فکر کردی چون خارج از ایرانی میتونی حق منو بخوری؟ (حرف هایی که باید جلو روش میزدم)",1,1,1,0,1
لطفا بفرمایید که برای تنظیم خواب چه غلطی کنیم؟! :/ باورم نمیشه ساعت 12 بیدار شدم تازه الارم هم گذاشته بودم پاشدم خاموش کردم دوباره خوابیدم 😑شبا خوابم نمیبره اصلا😫چه سگ زندگیه,1,1,1,0,1
"ولی کاش میشد ۳ روز در هفته تو رابطه بود ۴ روز در هفته سینگل بود 
هر روز پارتنر و تحمل کردن و جواب پیام دادن و بیرون رفتن خیلی سخته 😣",1,1,1,0,1
وقتی چنلو و غذا نخور توی یه جمله کنار هم هستن دلم میخواد فک همه‌ی آدم‌ها رو پایین بیارم. گه خورا,1,1,1,0,1
با ما متولدین 80-81-82 از شانس حرف نزنید که بهترین سال زندگیمون خورد به کرونا :),1,1,1,0,1
"ولی به نظرم اولین طعنه و کنایه رو خدازده،اونجا که بعد خلقت انسان گفتش:
""فتبارک الله احسن الخالقین""
والاه این موجود دوپایه بیشمار صفتی که من تو این سالها شناختم با این حجم از وحشی‌گری و درنده خویی و بیشعوری که ازش دیدم دلیلی برا ستودن وجود نداره:///",1,1,1,0,1
"هر روز صبح قبل از هر چیزی:
 خب بزا ببینم امروز دیگه ماتحت کی قراره وسط زندگیم باشه؟",1,1,1,0,1
"دخترای گل 
لطفا به جاي اينكه بعد از شنيدن تعریف و‌تمجیدای یهویی از جانب آدمای نسبتا غریبه  آب از لب و لوچه ات بياد و گردنت كج بشه و مسخ و مستور بشي ، فرار كن.
مردي كه هنوز هيچي نشده با شما اينجوري حرف ميزنه با اعتماد به نفس نيست عزيز جان، جسور نيست، قاطع نيست، پررو و خطرناكه....",1,1,1,0,1
"اولین ماکم رو دادم.. 
و چقدر سخت‌تر از تصوراتم بود... مخصوصا ک من جدا جدا سوالا رو کار کرده بودم که چطوری اند ولی پشت هم خیلی گیج شدم..
حالا صبر میکنیم تا نتایج بیاد 🤧💔",1,1,1,0,1
محبوبم اگر بودی الان برات ماکارونی دم میکردم، با ته دیگ سیب زمینی، نیستی منم حوصله ندارم، پس نون و ماست میخورم، توام خاک تو سرت,1,1,1,0,1
"خبر خوشی که شنیدم اینه 
افزایش زائران ایرانی در مراسم اربعین
یا امام حسین بطلب آقا جااان 
من دارم دق میکنم از دوری حرمت 
#اربعین_1443",1,1,1,0,1
"عراق با حذف پیمانکارای ایرانی از وندور لیستش و قرارداد با توتال  عملا منافع اقتصادی ایران رو از بین برد اونوقت #دولت_انقلابی به جای پیگیری این موضوع مهم در حال رایزنی با عراق برای افزایش سهمیه #اربعین هست !! 
همینقدر تباه ...",1,1,1,0,1
"ببینید من تاکید میکنم مسئله نداشتن قهرمان و دره و اینا نیست
داشتیم انواع و اقسامشو 
خود شما، بله شما اون سومی از راست
 بهشون میگفتی تروریست
میرفتی لوشون میدادی
همین الانم داری فحششون مدید

الان مبارزه مسلحانه خوب شد؟ خشونت پرهیز و مدنی بودید که! مطالبه محور. نایس. جون؛*",1,1,1,0,1
"پر ایران ( و همه جا) تا بود ملا و مفتی
به روز بدتر از این هم بیفتی
حالا عبارت دقیقترش میشه اینکه تا وقتی در جامعه ای تعداد مشتری دکان ملا و مفتی زیاده، بدبختی هیچ کجا نمیره.",1,1,1,0,1
به عنوان یه ترک بهتون توصیه می‌کنم با ترکا وارد رابطه‌ی جدی نشید، اعصاب براتون نمی‌مونه از بس وحشین.,1,1,1,0,1
من هرچی برنامه سفر ریخته بودم شاشیده‌شد توش ؛( دانشگاه داره باز میشه سگگگگگگ الان اخه؟,1,1,1,0,1
"۱.مسئله ی من در واقع اینه که جمهوری اسلامی با این برنامه‌ی اخیر وارداتش خود به خود دو سه هفته دیگه به سن معمول جوون‌ها می‌رسید. چرا این کارو نکرد و خیلی جدی «منت» دانشجو بودن رو سر ملت گذاشت و یک رابطه‌ی رانتی ساخت؟ 
میخواست زودتر دانشگاه‌ها رو باز کنه؟ مگه نق نمیزدیم که👇",1,1,1,0,1
دلم میخواد جوری سرگرم کارم بشم و سرم شلوغ بشه که نتونم به هیچی فکر کنم.. ولی حقیقت اینه موقع کارم هم به همه چی فکر میکنم به جز کار..,1,1,1,0,1
بعصی خانواده ایرانی دختر که شوهر میده گارانتی حمایت ابدی هم میده!سیسمونی و خونه نویی به کنار کمک به نگهداری بچه و مراقبت مادر تو دوره حاملگی به کنار!وقتی دختر مریض میشه بازم خانوادش پول خرج میکنن و مراقبشن!اون شوهره هم نقش مفتخور رو داره😶😶😶😶,1,1,1,0,1
"جواب تستم اومد
مثبت
به دوستم زنگ زدم گفتم دو نخ سیگار بیار تا یه ماه که دیگه نمیتونم بکشم
سیگارو گذاشت تو فریزر
با کبریت خودش دور شد بعد من برداشتم و تو فاصله پنج متری با هم حرف زدیم
این فاصله گذاری کرونا غزیب ترین چیزیه که هر ادمی میتونه تجربه کنه",1,1,1,0,1
"آخر سر در حین شادی و سلامتی خودکشی می‌کنم
بعد میان پشتم گوه می‌خورن این که خیلی خوب بود مشکلی نداشت چرا اینکارو کرد
آخه تو چی از من می‌دونی گوه می‌خوری؟
اینو برای آینده می‌نویسم",1,1,1,0,1
"نیروی انسانی توانمند و متخصص در خراسان رضوی در حد بالایی وجود داره؛
چرا ما باید از اشخاص غیر بومی برای اداره استانی با این موقعیت استراتژیک استفاده کنیم!!
#استاندار_روحانی",1,1,1,0,1
"چرا یک روز بدون اتفاق و بلا نباید برای من سپری شه؟😒
چرا من امروز باید دستم بخوره به اتو بسوزه؟🥺
اصلا چرا لباسا اتو لازم دارن🥺🤣",1,1,1,0,1
کاش اون اکانت پرایوتی که دائم کوت میکنه خودش بیاد بگه کیه :)) واقعا اعصابم خورد میشه نمیتونم ببینم چی میگه.,1,1,1,0,1
فکر کنم یه ویال کاملشو به من تزریق کردن وگرنه این همه عوارض نمی‌تونه برا یه چسه ماده باشه,1,1,1,0,1
"توییتر ولم کن بزار  برم   به زندگیم برسم 
الان نزدیک دو ساعته  اومدم یه سر کوچولو بزنمو  برم",1,1,1,0,1
از ماشین که پیاده شدم جمعیت کثیری ایستاده بودن اونجا، یکی از اقایون پرسید: قبول شدی!؟ منم طبق یک حرکت ناجوانمردانه گفتم: بله. واسشون سخنرانی هم میکردم که افسر خیلی خوبیه شما هم‌ قبول‌ میشین. دارم فکر میکنم هفته ی دیگه واسه ازمون دوباره باهاشون چشم تو چشم میشم،چشم تو چشممممم :)))),1,1,1,0,1
"امروز پروف واتساپ رو عوض کردم و مریم پیام داد.عذاب وجدان دارم درمورد مریم😢مریم دانش آموز حساس و محبتی که چشمش مشکل داشت و از نظر ذهنی هم نرمال نبود.دو سال در کلاس من بود،اونم در کنار بچه های عادی و تیزهوش‌‌ و خب باید بهش توجه میشد درحالیکه وقت و شرایط اجازه نمیداد‌☹️
#از_مدرسه",1,1,1,0,1
یه مدت بود هی این آهنگای فدایی اینارو گوش میدادم غم دنیا گرفته بود منو، دیشب روحم با آهنگای زد بازی انقدر زنده شد که فعلا دیگه سعی میکنم آهنگی که رو روحیم تاثیر بد میذاره گوش ندم.,1,1,1,0,1
"این حقیقت که درصد زیادی از دوستام یا مهاجرت کردن یا در شرف مهاجرت کردنن واقعا ناراحتم میکنه :) 
آخرشم میدونم فقط منو چند نفر دیگه میمونیم",1,1,1,0,1
من سه هفته دیگه باید دوز دوم سینوفارم رو بزنم و از الان تو پنیکشم که به کشتنم نده 🙂,1,1,1,0,1
بعضی وقتا یه توویتی میزنم و وقتی میبینم مورد پسند کیا قرار گرفته پشیمون میشم و پاکش میکنم!!🤦🏻‍♂️,1,1,1,0,1
"داریم روزهایی و می‌گذرونیم که به خاطر کرونا و کلی اخبار بد دیگه بیشتر از هر لحظه دیگه از هم دوریم و پر استفاده‌ترین راه ارتباطیمون هم پیام دادنه .
ارزش کلمات توی این دوران بیشتر از هر وقت دیگه ای احساس میشه. «اوکی مرسی» گفتن‌ها بیشتر از هر وقت دیگه ای دل آدمو به درد میاره و ..",1,1,1,0,1
"ببخش نمیتونم باشم امسال با تو
باید بدون من بکنی تو پیدا راهتو
تو دلم باز کردی ولی انگار جاتو
ببخش باید قایم کنم احساساتو
این دنیا نداره رحم عزیزم ، توام سخت نگیر پس
تقدیر من جنگیدنه و نمیمرم تا عشق تو پس نگیرم",1,1,1,0,1
"چرا تو توییتر هی میایید از دوست پسراتون میگین ؟ 
دوست پسرم فلان ِ ، دوست پسرم اونطوره ، دوست پسرم فلان غذا رو دوست نداره ، اگه بچه ام مث دوست پسرم نشه ...
خب به بقیه چه که دوست پسر کونی شما چه طوریه .",1,1,1,0,1
دقت کنید که امروز موندم خونه درس بخونم و خیلی تباهانه نشستم منشای زیر توییتارو میخونم=),1,1,1,0,1
یکی از بچه‌ها گویا نت‌ش مشکل داره، صدای استاد رو نداره و تو گروه نوشت که صدا قطع شده، استاد طوری قاطی کرد که؛ مسلمان نشنود، کافر نبیند🥴,1,1,1,0,1
آنانی که بر آمده‌اند و زیر پوشش کمره‌ها دادخواهی می‌کنند، مگر نمی دانند که طالبان صلاحیت گرفتن و یا دادن حق را ندارند، جز الله!,1,1,1,0,1
"وقتی ادمای مسن اطرافم رو میبینم که برای کوچیک ترین نیاز هاشون محتاج بقیه شدن 
دلا میکنم قبل پیری بمیرم تا یوقت اینجوری نشم:))))",1,1,1,0,1
"موقع عصبانیت چه شکلی رفتار می‌کني؟
من حتی اگر عاشق طرف باشم داد میزنم: ازت متنفرم.",1,1,1,0,1
من از خوب بودن خسته ام از این که بیان ازم تعریف کنن بگن تو اینطوری اونطوری و خیلیا اینطوری نیستن میترسم. از این که متفاوت و تنها باشم میترسم. از آینده میترسم .خدایا یا منو بکش یا  ‌‌‌‌‌‌‌‌‌شبیه این روانی ‌‌ها کن  ‌‌‌‌‌که آنقدر نترسم که نبودن رو ترجیح بدم.,1,1,1,0,1
روزی که از خواب بیدار میشم و شبش خوابش رو دیدم، اون روز جهنمه...يادآوری این میزان دلتنگی که چقدر حیروون چشماشم، حقیقتا سخته!,1,1,1,0,1
"دیشب بد بود
ولی امشب قطعا بدتره
فقط نمیدونم دیگه از دیشب چیزی مونده که از دست نداده باشم یا نه؟",1,1,1,0,1
در بحث #افغانستان ،این اصلاحاتیون خائن ایران و نوچه های مزد و مواجب بگیر مجازیشون مانند #دهباشی_چاپلوس ،فقط خدا میدونه چه حس و حالی دارن وقتی میبینن تمام نقشه و حیله و مکرشون توسط جبهه #انقلاب و #مقاومت خونده و برملا شده,1,1,1,0,1
چقد از ادمای مذهبی‌ای که همه ارشاد میکنن و ادعاشون دهن همه رو سرویس میکنه ولی خودشون از همه هرزه‌ترن بدم میاد,1,1,1,0,1
"ینی این مردم کی میخوان کمترین و ساده ترین چیزا رو توی زندگیشون درک کنن و متوجه بشن؟؟!!!
""اصلن متوجه این نیستن که توی اون شلوغی و تجمع کرونا نداشته باشن هم میگیرن...""",1,1,1,0,1
"بمان
در میان هم همه های ذهن شلوغم
در میان نامردی های دنیا
در میان بد شدن آدم ها
تو بمان
همان دلبری که سال هاست به آغوشش معتادم
همان مرهم جانی که مدت زیادیست رنگ تبسم به قلبم بخشیده
همان آدم بمان
بمان برایم...",1,1,1,0,1
"علی ایها الحال طبق فرمول هرچی سنگ واس پای لنگ 
هرچی ظرف کثیف پاچه آدم گشاد",1,1,1,0,1
"این اقا رو که میبینید دستکش دستش کرده اما ماسک نزده. مرتب هم اب دهانش رو بیرون میندازه . انتطار داریم #کرونا کجا بره ازاینجا بهتر؟
#فرهنگ
#شعور_اجتماعی https://t.co/sR0T6Pq55f",1,1,1,0,1
"چون از نظر روحی بشدت بهم ریختم نمیتونم هیچ کاری رو شروع کنم
و چون نمیتونم کار کنم و درآمد ندارم نمیتونم پیوسته و مرتب برم پیش مشاور !!!
#دور_باطل",1,1,1,0,1
"دیشب با کلی انرژی و وایب مثبت خوابیدم ولی تا صبح انقد خواب چرت و پرت عجیب غریب و فیریکی دیدم که با یه حالت عن تو روحی از خواب پا شدم
خدایا خلقتتو شکر🤲🏻🤲🏻",1,1,1,0,1
"کلا سلبریتی های ایران آروم نمیگیگیرن.
حالا دیگه میخوان ما رو وارد جنگ بی پایان با افغان ها کنن
#پنجشیر",1,1,1,0,1
دوستای من همیشه اینجورین ک من بهت صدمه میزنم یا میگن تو لیاقتت بیشتر از منه و بعدش ولم میکنن میرن.,1,1,1,0,1
"ماجراهای داخل سربازی اونقدر اذیت نمی‌کنه... چیزی که اذیتم می‌کنه، فرصت هایی است که داره به فنا می‌ره.

#سربازی_اجباری",1,1,1,0,1
یه گربه اومده تو انباری هرکاری میکنیم نمیره😑مامان بابامو میبینه میره تو منو میبینه میاد جلو در وایمیسه نگام میکنه🥲❤,1,1,1,0,1
"اونایی که رفتن کنسرت شایع و زدبازی چرا با آهنگای غمگین خواننده سریع دپ میشن؟
جاکش منی که دارم زیر پتو با تخم شربتی با بسته شبانه ۲ تا ۷ صب لایو رو میبینم باید دپ کنم نه تو:/",1,1,1,0,1
"شنبه باید به دکترم زنگ بزنم و نوبت عملمو اکی کنم..
از همین الان استرس دارم",1,1,1,0,1
اگه دوست دارین بذارینا من سگ اصن کی باشم بگم چیکار کنین چیکار نکنین ولی این مژه های کاشته شده واقعا زشتن.,1,1,1,0,0
"طرح صیانت از فضای مجازی اعلام میشه صدای همه در میاد، ولی حالا که گوگل آشکارا بدون هیچ اطلاع رسانی و با نقض استقلال ما، روبیکا و فیلیمو و.. را حذف کرده به جای اینکه از این مصیبت بزرگ فریاد بکشیم، همه سکوت پیشه ساختند.
#کاپیتولاسیون_مجازی",1,1,1,0,1
"احوال‌پرسی بعضی از آدما رو اعصاب منه.
کلا با احوال‌پرسی مشکل دارم.
خب من الان حالم خوب نیست، کاری از دستت برمیاد؟ نه.
پس چرا می‌پرسی؟",1,1,1,0,1
اگه فک میکنین خیلی اتک خوردین به این فک کنین که من بدبخت فردا سه تا کامبک دارم....,1,1,1,0,1
دلم می‌خواد برم گم شم. انقده گم شم که دیگه پیدا نشم و تو گم بمیرم.,1,1,1,0,1
"مـرا چشمی ست خون افشان!!
 زِ دست آن کمــان اَبرو!!
جهان بس فتنه خواهد ديد! 
از آن چشم و از آن ابرو…!",1,1,1,0,1
"دیگه همین مونده بوده جوین ۲۰۲۱ بیاد گهمونو بخوره
بابا بشین یه خستگی در کن یه چایی برات بیارم بعد حالا به گه هم میرسیم",1,1,1,0,1
"دنیا دنبال حیات فرازمینی و سفر به مریخ و فراتر از اونه ، اونوقت یه سری هنو درگیر محرم و نامحرم و حلال و حرومن !
چی تو مغزتونه جدا 
که‌ چی بشه اخه
اصن فکر هم میکنین ؟!
ارزش های کاذب چیه که مقدس و تغییرناپذیر کردین تو ذهنتون 
تا کی پس من اینجا اسیرم",1,1,1,0,1
برای اینکه متوجه شید ایران حتی دوره های قبل هم گه خاصی نبوده جز فلاکت سریال روزگار قریب رو توصیه میکنم,1,1,1,0,1
"اوج بغض اونجاس ک مامانت بگه دیگه از این به بعد پشتت نیستم :))
قلبم اصلن 💔",1,1,1,0,1
"شازده کوچولو :
آخرشم اونایی واسم میمونن ک  اصلاروشون حساب باز نکرده بودم و‌‌
گذاشته بودمشون حاشیه ی""زندگیم...‌

روباه : 
اونا هم منتظرن بیاریشون وسط تا ""برن...!",1,1,1,0,1
"برگ ریزون‌ترین پست اینستاگرام تاریخ رو دیدم و هیچ حرفی ندارم که بزنم. روایت #تجاوز از آدمی که اصن باورم نمیشه ولی خب متاسفانه مثل اینکه هست. 
#MeToo",1,1,1,0,1
یولیا خیلی حسود و بدبخت و عقده ایه 😒😒، خدا رو شکر که تا اخر هفته بیشتر باهاش همکار نیستم 🤲 اونم از چشمای خوشگلم افتاد 😒,1,1,1,0,1
"@hadimehrani1 چرا منو بلاک نمیکنه 
چرا منو جزء خودشون می‌دونه؟
چرا من و از درخونشون دور نمیکنه؟
نکنه منم مثل اینها باشم و نمیدنم؟!؟!
خدااااااااا منتظرم 
منو شهید توئیتر قراربده (بلاک از طرف دزدان فاسد)",1,1,1,0,1
"واقعا خیلی خنگم و خیلی خجالت کشیدم :))))
آخه دختر چرا وقتی می‌خوان سورپرایزت کنن اینقدر عن‌بازی در میاری :))))",1,1,1,0,1
صبح رفتم دندونپزشکی، دکتر دیر اومد. حالا واسه یه کار کوچیک ماشین اومدم تعمیرگاه، یه ایراد دیگه کشف کرد، میگه تا ۳-۴ طول می‌کشه. تازه واسه این همه صبر، باید پول هم داد.. اینم روز تعطیل!,1,1,1,0,1
امروز هم مثل هر روز دیگری حداقل ٧-٨ تا کار وقت‌گیر رومخی دارم، ولی اصلا حال ندارم از تخت بیام بیرون. شد دو ساعت و نیم و الان تازه سرم رو گذاشتم بالای تخت به شکل نیم درازکش دراومدم :)),1,1,1,0,1
"ما نمیپرسیم انتخاب واحد کردی یا نه؟
ما میگیم تو این سایت کوفتی چیزی رسید بهت؟",1,1,1,0,1
"مامان بزرگم کرونا گرفته، ۸۵٪ ریه‌ش درگیره، معده‌ش خونریزی کرده، مامان و خاله‌هام که همه‌ش اون طرف بودن هم احتمالا گرفتن. نمیخوام بذارم بابام برگرده به هوای دیابتش. 
این چه بلایی بود آخه. کم بدبختی داشتیم.",1,1,1,0,1
شدیم کشور سهوی‌ها، سهوی هواپیما میزنیم، سهوی تیر به سر ملت میزنیم، سهوی برق نداریم، سهوی طبیعتمون نابود شده، سهوی تحریم شدیم!,1,1,1,0,1
"رفتم به دختره گفتم میتونیم با هم صحبت کنیم با هم آشناشیم. اگه میخوای امشب پی ام بده. 
بدون سلامی چیزی میاد میگه: بله؟ 
 من نه تو. دست رو هر کی میزاریم یا گاوه یا شوهر داره
گیخوااار😐",1,1,1,0,1
"نفر جلوییم تو آرایشگاه کچله ۱ ساعت داره دستور میده.
پفیوز یه تی بزن برو دیگه
بازم از شانسم میگم براتون😡😡😡",1,1,1,0,1
قد بلند و کوتاهتونو ،موی فرو و صافتونو،رنگ پوستتونو،ترقوتونو و هر کوفتتونو بکنید تو کونتون ، به جاش آدم باشید آدمم!,1,1,1,0,1
"حس می‌کنم درس خوندن اونطور که باید و شاید بهم فشار نمیاره. 
مثل اون قضیه کار و انرژی تو فیزیک شدم که یارو وزنه رو بالای سرش نگه میداره، خسته‌ام میشه اما از نظر فیزیکی ""کار"" انجام نداده.",1,1,1,0,1
"اخبار دنیای غرب:
_دوچرخه سواری در تصادف کشته شد!
_اردک مادر و جوجه هایش با کمک پلیس راهنمایی از خیابان رد شدند
_توله سگی که در چاه فاضلاب افتاده بود با کمک آتش نشان‌ها نجات پیدا کرد
اخبار ما:
_بیش از دو هزار نفر در تظاهرات مسالمت آمیز آبان کشته شدند و رهبر آنها غیرایرانی نامید!",1,1,1,0,1
"عزیزجانم؛
قراره ثروت عظیمتو در راه اسلام فدا کنی یا همچون حضرت فاطمه ای به دنیا بیاری که خودتو با حضرت خدیجه مقایسه میکنی!؟ خاستگاریِ دختر از پسر قبیح ترین کارِ دنیاست..حتی با واسطه و چراغ خاموش!!! به کجا چنین شتابان...!؟",1,1,1,0,1
"اگر یک‌سوم حساسیت‌هایی که صرف جهیزیه و مهریه و مراسم عروسی (حتی در این روزگار کرونازده) و انتخاب خانه و ماشین و... می‌شود صرف انتخاب همسر می‌شد، یک موسسه‌ی حقوقی در تهران با روزی ۱۵۰ پرونده‌ی طلاق روبه‌رو نبود!
( دقت کنید که این فقط آمار یک موسسه در یک شهر است!)",1,1,1,0,1
شاید از توییت هام فکر کنید زندگیم سروسامان درست حسابی نداره ولی باور کنید در واقعیت هم اینجوریه، زندگیم اصلا سروسامان نداره.,1,1,1,0,1
"بخدا وقتی فالوتون میکنم بک نمیدین ، منشن میدم حتی فیو نمیزنید ببینم خوندین یا نه ، بغضم میگیره .

درست رفتار کنین با من😒",1,1,1,0,1
من پُرم از حس بی ارزش بودن، عدم اعتماد به نفس، دوست داشتنی نبودن و در یک کلام ! حالم خیییلی بده!خیلی!!!,1,1,1,0,1
"تو قرص ماهی و من برکه‌ای که می خشکد...
خود این خلاصهٔ غم های روزگار من است🚶

#فاضل_نظری",1,1,1,0,1
"یعنی خدا نکنه من یه جایی دعوت باشم-___-
امروز، فردا و پس فردا هزار جا باید برم خانم وقت ناخنمو الان کنسل کرده😑😑😑😑
الان با این ناخنا چه جوری برم مهمونی؟؟؟😑😑😑",1,1,1,0,1
"باز دوباره دو تا اپلیکیشن ایرانی آپارات و فیلیمو رو از گوگل حذف کردند
این تحقیرها تا کی ادامه دارد؟...😏✌ ....
#کاپیتولاسیون_مجازی
#گلستان 
#بندرگز",1,1,1,0,1
اینجایی که کار میکنم همه بیکار، فوضول و عالم در همه علوم هستن  و خستم کردن,1,1,1,0,1
چند نفر تو صف پشتمون متفق القول به هم میگفتن آره گربه بدجنسه بدذاته.خودت بدجنسی عنترِ بوگندو,1,1,1,0,1
فهمیدم یکی از فامیلامون به خاطر کرونا بستری شده، حالش خوب نیست ظاهرا، اگه میشه براشون دعا کنید😞💔.,1,1,1,0,1
با اطمینان به کانادا مهاجرت کنید و کوفت. هر سری وسط آهنگ گوش دادنم یادم میندازی نمیتونم برم و میرینی تو اعصابم,1,1,1,0,1
خودیاداوری امروز: حالم از جمهوری اسلامی از صفر تا صدش بهم میخوره. مخصوصا از طرفدارای توییتریش. بدبخت و ریاکار و دورو هستین که هم طرفدار جمهوری اسلامی هستین و هم از تکنولوژی آمریکایی مثل ضحاکتون استفاده میکنین. بی شرفا,1,1,1,0,1
يه چيزايي هيچوقت تموم نميشن…مثل اخرين ديدار…مثل اخرين نگاه…اخرين آغوش…مثل اخرين خدانگهدار….,1,1,1,0,1
جدیدا اینجوری شدم که ای کاش میتونستم از هوا غذا درست کنم بدون این که از اتاقم بیام بیرون کل روز رو اون تو بگذرونم. حتی تایم صبحونه نهار شام که باید بشینم سر میز اذیتم میکنه.,1,1,1,0,1
"من الان دارم دنس باتر و این تبلیغاته رو میبینم...
همش یجا..
نمی تونم دیگ..
این زندگی کردنی نیس....",1,1,1,0,1
"من در این میانه 
آدرسم را جستجو دارم
و با کاوشگر نقشه گوگل هم نتوانستم
خودم را بیابم
در خفقان گیچی محض
روی صندلی های آورده نمی توانم
روی فرش دراز می کشم
و درد نا مرائی قلبم را نوازش میکند
درد چه یار زیبا
که تنهایی هایم را لمس میکند
زندگی پوچ
و حال یک نهلیزم قابل درک",1,1,1,0,1
بنظرم عمومthe real one ادم بیشرف و بی معرفتیه وگرنه بابای من نباید بخاطر نتونستن اومدن پیش من اونجوری قلبش بشکنه,1,1,1,0,1
"مادرم همیشه میگه اومدن خوبی داری و رفتنی بد !
هر بار اینو میگه و رفتنمو سخت تر میکنه 😔
میدونم این فراق ی روزی تموم میشه ، ولی کاش زودتر این اتفاق بیفته 🙌",1,1,1,0,1
"الان که دیگه قدر و ارزش خودمو میدونم و عزت نفسمو بردم بالا به این فک میکنم که چرا اونهمه بی احترامی ازش دیدم و هی واسه خودم توجیهشون کردم و نزدم در کونش
(چراشو میدونم فقط ناراحت و پشیمونم)",1,1,1,0,1
امروز شالم افتاده بود تو خیابون زن چادری جنده مانند آمد گفت اینجا مملکت منه توام اگه آزادی میخوای برو آمریکا و افغانستان. اینگونه بود که فهمیدم عقل زنای مذهبی خایمال از جلبک کمتره.,1,1,1,0,1
"بیا که در غم عشقت مشوشم بی تو
بیا ببین که در این غم چه ناخوشم بی تو
شب از فراق تو می‌نالم ای پری رخسار
چو روز گردد گویی در آتشم بی تو
دمی تو شربت وصلم نداده‌ای جانا
همیشه زهر فراقت همی چشم بی تو
اگر تو با من مسکین چنین کنی جانا
دو پایم از دو جهان نیز در کشم بی تو
…🌱",1,1,1,0,1
هر هفته 5-6 تا. بدون اینکه وقت کنم تو یک جهت درست حرکت کنم. حتی وقتی میخوام سرمو خلوت کنم و کاری نکنم یکهو ایمیل پشت ایمیل,1,1,1,0,1
"از لحاظ روحی خیلی چیزا میخوام. نه میشه نه می تونم نه میخواد نه وجود داره و نه موقعیتش هست.
اینقدر آشفتگی روحیم بی سابقست.",1,1,1,0,1
"چطور انقدرررر میتونین آویزون باشین که یکی بهتون بگه نمیخواد شما رووووو 
و ترکتون کنه 
ولی همچنان به آویزون و پیگیر بودن ادامه بدین
تازه خبر داشته باشین که با یکی دیگه تو رابطس
انقدر کثیف؟انقدر عوضی؟بقیشو ادب اجازه نمیده بگم",1,1,1,0,1
من فکر میکردم ضایع‌ترین اداره همین شهرداری هستش، تا اینکه مبتلا شدیم به اداره ثبت اسناد، یعنی آدم رو قشنگ روانی میکنن,1,1,1,0,1
من بد.. من بیشعور.. ولی طرف با ۸۰ سال سن و سابقه‌ی سرطان، ریه‌ش درگیر کرونا شد، بستری شد، خوب شده الان و برگشته خونه… بعد مامانِ ماهِ من……,1,1,1,0,1
"خدایا من چجوری دوره دبیرستان 10 ساعت میتمرگیدم درس میخوندم ؟؟؟
خب همون انگیزه رو الان بده کلی کار و بدبختی دارم😪😤",1,1,1,0,1
یه بار نشد مامان بابام آهنگای راک-متالمو بشنون و نگن اینا یه مشت اروپایی شیطون پرست بدبختن که میخوان تورو گمراه کنن😩,1,1,1,0,1
"میگفت بعداز 6سال بالاخره بهم رسیدیم ...
بعدازصفر عروسی شون بود
لباس عروسی نپوشید و
 امروزتو بزرگراه تصادف کرد وتمام........ 😥😥😥",1,1,1,0,1
تحمل پنجاه تا بچه اونم همزمان خیلی راحت‌تر از تحمل یه بزرگساله که رفتار بچه‌گانه داره. خیلی,1,1,1,0,1
برای کارورزی با تعداد کم کلاس بندی کردن  برای انتخاب واحد.بعد در نهایت ۱۷تا گروه شده که یکی از یکی استاداش بدترن.مین گذاری کردید مگه لعنتیا؟,1,1,1,0,1
"همش تو تایملاین از همه به به چه چه شنیدین ولی مراقب حرف و رفتارتون نبودین
الان که چند نفر پیدا شدن از بی اخلاقی هاتون میگن صداتون در اومده، یا بهشون برچسب ""فاحشه توجه"" زدین یا مظلوم نمایی میکنین و خودتون رو با امام معصوم مقایسه میکنین.

بیچاره انقلاب...",1,1,1,0,1
خنثی بودن سیاست ایران در قبال طالبان از رفتار اقای خامنه ای پیداست:تمایل وی به اهل سنت وعمری ها (سنی های دو اتیشه، عداوت جو شیعه کش) شاید فکر میکند می تواند انقلاب جهانی راه اندازی کند. چه بسا سلطنت وی در سراشیب سقوط باشد.,1,1,1,0,1
معلمم هروق کلاس داریم میاد سلام میده سلام و درد سلام و زهرمار سلام و مرض😐😐😐😐,1,1,1,0,1
"یه مدل خودآزاری هم داریم که مدام توی مغز مریضت با خودت حرف میزنی و از خودت می‌پرسی اگه ... پس چرا...؟
مثلا اگه دوسم داشت پس چرا این کارو کرد؟ اگه دوسم نداشت پس چرا فلان کارو کرد؟ و این سوالا تمومی ندارن و هیچ وقت هم به جواب نمی‌رسی و هر بار از ندونستن و نفهمیدن جوابش مچاله میشی.",1,1,1,0,1
"من فکر میکردم تو جام ملت‌های ۲۰۱۹ عراق رو بردیم، چک کردم دیدم اونجا هم مساوی کردیم.
 توله سگای بیانیه نویس همیشه بازنده چی میگین دو روزه مخ ما رو خوردن؟ گزارشت رو بنویس حرف مفت هم نزن.",1,1,1,0,1
خیلی بدم میاد دیگه ظهر بیدار شم. ایده‌آل من اینه که ۴ صبح بخوابم ۹ صبح بلند شم,1,1,1,0,1
